target;IDX;source
eng-4b650984.flac;give|back;give back
eng-840eabae.flac;give;give
eng-25c5559e.flac;gift|wrap;gift wrap
eng-2bbcebd8.flac;get|up;get up
eng-7ed6b9b7.flac;march;march
eng-dd197b31.flac;manufacture;manufacture
eng-0b4e954f.flac;management;management
eng-4bfb15f1.flac;mama;mama
eng-d1f8dbbc.flac;make|mistake;make a mistake
eng-93a2776d.flac;main|course;main course
eng-c7943de9.flac;mailman;mailman
eng-a69fe20b.flac;mailbox;mailbox
eng-3f551f55.flac;maiden|name;maiden name
eng-93531107.flac;magnetic|tape;magnetic tape
eng-378c2fe4.flac;magazine;magazine
eng-5907c8da.flac;luggage;luggage
eng-d76cb8fc.flac;low|tide;low tide
eng-83748f3f.flac;low|blood|pressure;low blood pressure
eng-0ba83348.flac;loud;loud
eng-9a00e4d6.flac;lorry;lorry
eng-06bea737.flac;look|like;look like
eng-38ded296.flac;look|for;look for
eng-cc5e7ddd.flac;look|at;look at
eng-633bd49f.flac;look|after;look after
eng-2b3ad402.flac;look;look
eng-14fcb40e.flac;long|time;long time
eng-3b97a968.flac;long;long
eng-38d41e92.flac;lodge|at;lodge at
eng-f4b48569.flac;locker|room;locker room
eng-1e067dc0.flac;locker;locker
eng-28098588.flac;local|time;local time
eng-0cc432bf.flac;living|room;living room
eng-ba0f6006.flac;lively;lively
eng-29b79aa6.flac;liter;liter
eng-d301619e.flac;listings|magazine;listings magazine
eng-de789cb2.flac;lighter;lighter
eng-4275c168.flac;light|bulb;light bulb
eng-6b1a5cf7.flac;light;light
eng-2f2a8329.flac;lifeguards;lifeguards
eng-19cd3efe.flac;life;life
eng-580b9d61.flac;lie|down;lie down
eng-f65ed190.flac;license|number;license number
eng-2bcd722c.flac;letterbox;letterbox
eng-21d7e9f6.flac;less|than;less than
eng-c3ee7fe2.flac;lenses;lenses
eng-49e5b0e7.flac;left-luggage|office;left-luggage office
eng-dfbcd429.flac;left|luggage|locker;left luggage locker
eng-8592cba4.flac;leave|message;leave message
eng-f5e3ead7.flac;leader;leader
eng-ed208535.flac;lead|pencil;lead pencil
eng-e5a86e54.flac;lazy;lazy
eng-5d1c7d17.flac;lave;lave
eng-44c31f25.flac;laundromat;laundromat
eng-3c09149e.flac;latte;latte
eng-7defaf85.flac;lateral;lateral
eng-554b5255.flac;late-night|opening;late-night opening
eng-562bc075.flac;last|year;last year
eng-e001563b.flac;laptop;laptop
eng-c4e0330b.flac;landscape;landscape
eng-d6dbbf06.flac;landmark;landmark
eng-0ea750e8.flac;label;label
eng-73f0b612.flac;knock|down;knock down
eng-ba409828.flac;knife;knife
eng-eaa3ce34.flac;kitchen;kitchen
eng-d799c56e.flac;kind;kind of
eng-f58023bc.flac;kidneys;kidneys
eng-808d9b02.flac;kidney;kidney
eng-3ea2552b.flac;just|one;just one
eng-cbdf7ca3.flac;just|in|case;just in case
eng-8eec9467.flac;just|before;just before
eng-c31af5c1.flac;just|moment|please|(conversation);just a moment please
eng-e67f9a32.flac;just|little;just a little
eng-12a32a5c.flac;jumper;jumper
eng-a7b30616.flac;jump;jump
eng-7d4f9543.flac;juice;juice
eng-3b9feeac.flac;jug;jug
eng-c816c6a2.flac;journey;journey
eng-dd2d1381.flac;jostle;jostle
eng-d7b9a0d3.flac;jolly;jolly
eng-a94557c0.flac;jogging;jogging
eng-0623b633.flac;jewelry|shop;jewelry shop
eng-d884897a.flac;jewelry;jewelry
eng-783188a4.flac;itchy;itchy
eng-a09d6b69.flac;your|turn|(conversation);it's your turn
eng-252db854.flac;worth;it's worth it
eng-3d5043f6.flac;worth;it's worth
eng-422e7a83.flac;worse|than;it's worse than
eng-e949d4e1.flac;warm;it's warm
eng-8526fee4.flac;rain;it's raining
eng-5c171d8f.flac;quite|good|(conversation);it's quite good!
eng-99f0b855.flac;on|at;it's on at
eng-0061ee1b.flac;nothing|special;it's nothing special
eng-ee2db787.flac;not|bad;it's not bad
eng-f4bb0e63.flac;itchy;it's itchy
eng-4581c8bb.flac;hot;it's hot
eng-9131be58.flac;cold;it's cold
eng-91b4b00a.flac;better;it's better to
eng-41932fe3.flac;beautiful;it's beautiful
eng-f894aa94.flac;pity;it's a pity
eng-a9446c9c.flac;take|hour|(conversation);it takes two hours
eng-92455385.flac;seem|(conversation);it seems that...
eng-84e3f8ad.flac;must|clock|(conversation);it must be five o'clock
eng-56088515.flac;might|rain|(conversation);it might rain
eng-fce8844e.flac;matter|(conversation);it doesn't matter
eng-fba6741f.flac;do|(conversation);it doesn't
eng-0e3562fb.flac;invoke;invoke
eng-f5005424.flac;introduction;introduction
eng-373a69f3.flac;international|money|order;international money order
eng-c6a4776e.flac;intermission;intermission
eng-6cf508d6.flac;intermediate;intermediate
eng-a3dbeb75.flac;intend;intend
eng-56f72a14.flac;instead;instead of
eng-f9f13485.flac;inspection;inspection
eng-3206e3f8.flac;insecticide;insecticide
eng-4e385fbf.flac;inquire;inquire
eng-1d694e7d.flac;inner|tube;inner tube
eng-3bff01bd.flac;injured;injured
eng-91f1ed54.flac;injection;injection
eng-ebd18d14.flac;initially;initially
eng-56518720.flac;infection;infection
eng-42efa38a.flac;incoming;incoming
eng-b4646f96.flac;in|window;in the window
eng-eff48dca.flac;in|west;in the west
eng-ffe5bc4a.flac;in|vicinity;in the vicinity
eng-003a4645.flac;in|sun;in the sun
eng-7485e3d2.flac;in|south;in the south
eng-c60ebe2b.flac;in|shade;in the shade
eng-752a1daf.flac;in|past;in the past
eng-1748bb78.flac;in|open|air;in the open air
eng-e9baa664.flac;in|north;in the north
eng-ca028724.flac;pedestrianized;pedestrianized
eng-0b548b0f.flac;path;path
eng-50144187.flac;past;past
eng-ab1aa22b.flac;part;part of
eng-1a72cad8.flac;parking|space;parking space
eng-ab644899.flac;parking|lot;parking lot
eng-42f27c71.flac;parasol;parasol
eng-a894c85a.flac;paper|napkin;paper napkin
eng-31c0619c.flac;pantyhose;pantyhose
eng-e6736286.flac;panties;panties
eng-66b9eba0.flac;painting;painting
eng-2a5beb89.flac;painkiller;painkiller
eng-3c41a474.flac;packet;packet
eng-21f6b410.flac;packed;packed
eng-26b15484.flac;package|holiday;package holiday
eng-173edb9b.flac;pack|luggage;pack luggage
eng-97de5e23.flac;pack;pack
eng-fd629c99.flac;ox;ox
eng-152c16eb.flac;overweight;overweight
eng-09139a9e.flac;overdone;overdone
eng-0b86c3c3.flac;overcast;overcast
eng-3882f9b4.flac;over|there;over there
eng-4b5391a7.flac;outward|journey;outward journey
eng-f2a10625.flac;outing;outing
eng-063fc69d.flac;out|order;out of order
eng-05ba7a68.flac;out|date;out of date
eng-0330f0fc.flac;other|people;other people
eng-b7b9cd8c.flac;originally;originally
eng-c1ee637c.flac;organization;organization
eng-2c3d72a5.flac;organic;organic
eng-1dc5b178.flac;orange;orange
eng-3c695945.flac;optician;optician
eng-d8c686f0.flac;opposite;opposite
eng-a47083a4.flac;open;open
eng-d9b1931a.flac;oneself;oneself
eng-d567ef2d.flac;one-way;one-way
eng-ab89ca63.flac;one|way|street;one way street
eng-7a6c86f1.flac;one;one
eng-82020070.flac;once|again;once again
eng-638c656e.flac;on|vacation;on vacation
eng-5d7de505.flac;on|time;on time
eng-74b9ec18.flac;on|spot;on the spot
eng-389acafe.flac;on|ground;on the ground
eng-64e8e568.flac;on|floor;on the floor
eng-d7a2bd45.flac;on|sale;on sale
eng-8b5a637e.flac;on|purpose;on purpose
eng-2eb883aa.flac;on|board;on board
eng-018ad426.flac;older|sister;older sister
eng-bef6f8d0.flac;older|brother;older brother
eng-1ff9311f.flac;old|town;old town
eng-7bf91963.flac;old|people;old people
eng-672d9974.flac;ointment;ointment
eng-a029d4e7.flac;good|quality;of good quality
eng-1bb60461.flac;course;of course
eng-926fba44.flac;bad|quality;of bad quality
eng-f67d9a2b.flac;notebook;notebook
eng-07e5c560.flac;not|yet;not yet
eng-2e5f0f2d.flac;want;not to want
eng-ce8ef04f.flac;have;not to have
eng-4d52dd73.flac;only;not only
eng-95154f5a.flac;long|after;not long after
eng-f683c569.flac;equal;not equal to
eng-6e4d5c91.flac;not|bad;not bad
eng-e3482937.flac;not|all;not at all
eng-889592de.flac;not|any;not any
eng-eddff9cd.flac;north|sea;north sea
eng-a92778e0.flac;non-smoker;non-smoker
eng-d1188ac0.flac;drinking|water;non-drinking water
eng-e9a8ca66.flac;noisy;noisy
eng-55496f14.flac;no|idea;no idea
eng-7b1d7c7d.flac;nine;nine
eng-0026355f.flac;nightdress;nightdress
eng-4e70db94.flac;nice|cold;nice and cold
eng-fe90b2f3.flac;next|year;next year
eng-9d306c31.flac;next|to;next to
eng-ec419e26.flac;newsstand;newsstand
eng-e72452c0.flac;newsdealer;newsdealer
eng-34edb0f4.flac;new|year;new year
eng-4c9eb6d2.flac;new|word;new word
eng-8671e636.flac;neither|nor;neither...nor
eng-2b68943d.flac;neither|do|(conversation);neither do I
eng-948b5cb7.flac;neighbor;neighbor
eng-1a30ca9f.flac;need|not;need not
eng-52a27115.flac;necklace;necklace
eng-04001e00.flac;near|beach;near the beach
eng-108e1e3f.flac;national|holiday;national holiday
eng-16e68998.flac;napkin;napkin
eng-91eb14e2.flac;nap;nap
eng-756db035.flac;naked;naked
eng-51b9365c.flac;nail|varnish;nail varnish
eng-52e0196c.flac;name|be|(conversation);my name is
eng-e98dc9f2.flac;head|hurt|(conversation);my head hurts
eng-12513cc6.flac;goodness|(conversation);my goodness
eng-460e27b6.flac;must|not;must not
eng-a542f6a2.flac;mussels;mussels
eng-b491236b.flac;munch;munch
eng-133b4046.flac;movie|theater;movie theater
eng-9ec55c97.flac;mouth;mouth
eng-65319f28.flac;mountain|hut;mountain hut
eng-6dd157d1.flac;mountain|bike;mountain bike
eng-9da2093c.flac;mountain;mountain
eng-0da9feec.flac;motorist;motorist
eng-21e380e1.flac;motorcycle;motorcycle
eng-86274181.flac;most|recently;most recently
eng-174f4c63.flac;most|extreme;most extreme
eng-978f8025.flac;mosquito;mosquito
eng-305d377c.flac;morning-after|pill;morning-after pill
eng-d4940b4f.flac;more|than;more than
eng-c261f147.flac;moped;moped
eng-7bb88283.flac;monument;monument
eng-7a2c5dfe.flac;monastery;monastery
eng-c174baf6.flac;moisturizing|lotion;moisturizing lotion
eng-7b2795ba.flac;moisturizer;moisturizer
eng-29591464.flac;modern|time;modern times
eng-3c7323e0.flac;mobile;mobile
eng-72835327.flac;mineral|water;mineral water
eng-224209b5.flac;mill;mill
eng-6eec7560.flac;middle|school;middle school
eng-3f2f38cd.flac;midday;midday
eng-9817a176.flac;microwave;microwave
eng-a6a1f8d5.flac;merry|Christmas|(conversation);merry Christmas
eng-01b0482a.flac;man|room;men's room
eng-58362a8d.flac;medicine;medicine
eng-98d82109.flac;too;me too
eng-4b8ee442.flac;may|ask;may I ask
eng-ea71121f.flac;may;may
eng-95b5724a.flac;mathematic;mathematic
eng-2d09a3d6.flac;master;master
eng-0a1139f9.flac;continuous;continuous
eng-5b8dc938.flac;contemporary;contemporary
eng-f19d31c2.flac;contagious;contagious
eng-495ce8a1.flac;contact|lense;contact lenses
eng-dc91e26e.flac;construction;construction
eng-781af241.flac;constipated;constipated
eng-8a84bb6c.flac;consider;consider that
eng-4930fa83.flac;connecting;connecting
eng-7d75aa24.flac;congregation;congregation
eng-059c9440.flac;congratulations|(conversation);congratulations!
eng-911533c8.flac;conference;conference
eng-b517bd9d.flac;concession;concession
eng-c5b0ebe6.flac;concert|hall;concert hall
eng-d57c02d2.flac;concert;concert
eng-0b587501.flac;comrade;comrade
eng-d736e744.flac;comprehensive|insurance;comprehensive insurance
eng-cabf10c8.flac;Belgium;Belgium
eng-7d189627.flac;Belgian;Belgian
eng-a0f707b4.flac;Band-Aid;Band-Aid
eng-e345edc4.flac;August;August
eng-6b0cc630.flac;American;American
eng-58a39b98.flac;ATM;ATM
eng-cf1e91c6.flac;compartment;compartment
eng-f168accf.flac;receptionist;receptionist
eng-50d6852f.flac;reception;reception
eng-e5fb0280.flac;recently;recently
eng-fd3c9f06.flac;recede;recede
eng-ed688674.flac;read|aloud;read aloud
eng-04affc0d.flac;razor|blade;razor blade
eng-c3a25e2a.flac;razor;razor
eng-57627135.flac;rather;rather
eng-3cc1df7b.flac;rarely;rarely
eng-bb80fa3d.flac;rape;rape
eng-7189057f.flac;racket;racket
eng-6233aa36.flac;quite|lot;quite a lot of
eng-6ffcb746.flac;quite;quite
eng-7ffd7f63.flac;queue;queue
eng-7cb20b10.flac;quality;quality
eng-558f4e79.flac;put|up;put up
eng-c020ce9d.flac;put|out;put out
eng-ea8572e6.flac;purple;purple
eng-f2346eba.flac;public|holiday;public holiday
eng-92ed7784.flac;program;program
eng-808d7442.flac;probably;probably
eng-cac822d9.flac;price;price
eng-b9852f30.flac;preview;preview
eng-1fbfb8d9.flac;prescription;prescription
eng-f9f0aaf4.flac;preparation;preparation
eng-55812d60.flac;prep;prep
eng-4620e978.flac;premium|gas;premium gas
eng-25618e26.flac;postbox;postbox
eng-ab5cea4b.flac;postage|stamp;postage stamp
eng-5e532fa5.flac;post|office;post office
eng-c5f4aaa4.flac;possibility;possibility
eng-eda319fe.flac;portray;portray
eng-43915dcc.flac;port;port
eng-af91a986.flac;pool;pool
eng-8125e3b3.flac;pollute;pollute
eng-e1ffddcf.flac;polite;polite
eng-38055909.flac;policeman;policeman
eng-c39172dc.flac;police|station;police station
eng-dedb45b7.flac;police|officer;police officer
eng-90f2e0f1.flac;plus;plus
eng-1b9e10a9.flac;plumber;plumber
eng-6afddd92.flac;plum;plum
eng-bf89ba20.flac;plug|in;plug in
eng-9347b8ed.flac;pleased|meet|(conversation);pleased to meet you!
eng-1b046a7f.flac;please|accept;please accept
eng-3952d0cb.flac;platform;platform
eng-9aa6bd2f.flac;plastic|bag;plastic bag
eng-e096b17b.flac;plastic;plastic
eng-2109dc71.flac;pit|up;pit up with
eng-2c6371d6.flac;pink;pink
eng-b5852df3.flac;pin;pin
eng-802a71ef.flac;pillowslips;pillowslips
eng-c54d8e3c.flac;pillowcase;pillowcase
eng-259ce795.flac;picnic;picnic
eng-d831e7e3.flac;physics;physics
eng-8f759bac.flac;photocopy;photocopy
eng-71211c99.flac;phone|number;phone number
eng-484491f7.flac;phone|directory;phone directory
eng-8e92bddf.flac;phone|card;phone card
eng-54080a32.flac;phone|call;phone call
eng-5cacf878.flac;phone|box;phone box
eng-040a27ee.flac;phone|booth;phone booth
eng-c8929aa2.flac;petrol|station;petrol station
eng-8df31371.flac;petrol|pump|attendant;petrol pump attendant
eng-40808c32.flac;personal|stereo;personal stereo
eng-0bd3a04a.flac;perfume;perfume
eng-913b7e4e.flac;pencil|case;pencil case
eng-58e9c4da.flac;peel;peel


